종목코드,종목명,종가,대비,등락률,순자산가치(NAV),시가,고가,저가,거래량,거래대금,시가총액,순자산총액,상장좌수,기초지수_지수명,기초지수_종가,기초지수_대비,기초지수_등락률
"434730","HANARO 원자력iSelect","35635","205","0.58","35702.57","35450","35780","35055","434323","15389691403","329623750000","0","9250000","iSelect 원자력지수 (시장가격)","3336.28","25.92","0.78"
"491820","HANARO 전력설비투자","18755","175","0.94","18793.16","18825","18985","18460","118070","2209686135","26257000000","0","1400000","iSelect 전력설비투자 지수","4908.93","55.22","1.14"
"461500","HANARO 종합채권(AA-이상)액티브","114670","100","0.09","114625.12","114595","114715","114595","201","23042025","92080010000","0","803000","KAP 종합채권 총수익지수(AA-이상)","121.00","0.18","0.15"
"482870","HANARO 주주가치성장코리아액티브","13215","-120","-0.90","13296.17","13405","13405","13195","657","8745985","10572000000","0","800000","iSelect 주주가치성장 지수","2034.60","-23.39","-1.14"
"495750","HANARO 코리아밸류업","12605","15","0.12","12562.15","12670","12670","12495","408","5118305","27731000000","0","2200000","코리아 밸류업 지수","1276.85","-6.17","-0.48"
"304770","HANARO 코스닥150","13760","130","0.95","13809.20","13630","13795","13630","4573","62759680","16512000000","0","1200000","코스닥 150","1381.13","11.66","0.85"
"306530","HANARO 코스닥150선물레버리지","9340","170","1.85","9288.99","9255","9425","9215","9054","84488024","2802000000","0","300000","F-코스닥150 지수","1592.86","9.04","0.57"
"486790","HANARO 코스닥150선물레버리지1.5X","13480","170","1.28","13484.80","13425","13575","13400","1354","18259145","4044000000","0","300000","F-코스닥150 지수","1592.86","9.04","0.57"
"375760","HANARO 탄소효율그린뉴딜","10500","55","0.53","10483.75","10500","10515","10430","1301","13627980","9450000000","0","900000","KRX/S&P 탄소효율 그린뉴딜지수","1780.26","-1.08","-0.06"
"491700","HK 200","43920","20","0.05","44035.99","44000","44100","43800","26","1143640","21960000000","0","500000","코스피 200","431.10","-0.54","-0.13"
"0000Y0","HK 26-12 회사채(AA-이상)액티브","102320","-5","0.00","102336.26","102320","102320","102320","30","3069600","123295600000","0","1205000","KAP 26-12 크레딧 채권 총수익지수(AA-이상)","107.36","0.02","0.02"
"215620","HK S&P코리아로우볼","16595","-390","-2.30","16800.36","16595","16595","16595","2","33190","10454850000","0","630000","S&P Korea 저변동성 지수","12761.62","-114.43","-0.89"
"391670","HK 베스트일레븐액티브","12045","-70","-0.58","12120.45","12190","12190","12045","8","97375","11442750000","0","950000","코스피 200","431.09","-0.55","-0.13"
"472920","HK 종합채권(AA-이상)액티브","111320","50","0.04","111355.41","0","0","0","0","0","165198880000","0","1484000","KAP 종합채권 AA- 이상 지수(총수익)","120.89","0.18","0.15"
"472840","ITF 200","43260","-45","-0.10","43271.30","43445","43445","43085","305","13167565","12978000000","0","300000","코스피 200","431.10","-0.54","-0.13"
"0005G0","ITF K-AI반도체코어테크","12415","-65","-0.52","12498.43","12850","12850","12415","2752","34281270","10552750000","0","850000","FnGuide K-AI반도체 코어테크 지수","2606.71","1.99","0.08"
"483570","KCGI 미국S&P500 TOP10","12895","85","0.66","12871.38","12850","12910","12845","3723","47903871","20632000000","0","1600000","S&P500 Top10 25% Capped Index(PR)","7387.00","18.28","0.25"
"407170","KCGI 스마트커머스액티브","10145","-85","-0.83","10190.52","10210","10215","10110","2870","29091705","2536250000","0","250000","FnGuide 스마트커머스 지수","923.48","-6.84","-0.74"
"407160","KCGI 테크미디어텔레콤액티브","9590","-5","-0.05","9604.29","9605","9640","9580","1706","16368395","3836000000","0","400000","FnGuide TMT 지수","1937.52","-1.39","-0.07"
"069660","KIWOOM 200","43255","-125","-0.29","43287.38","43415","43520","43040","126239","5456937895","421736250000","0","9750000","코스피 200","431.10","-0.54","-0.13"
"294400","KIWOOM 200TR","56100","-85","-0.15","56152.55","56310","56470","55810","30224","1695207292","987360000000","0","17600000","코스피 200 TR","563.80","-0.71","-0.13"
"253250","KIWOOM 200선물레버리지","22675","-55","-0.24","22659.11","22785","22940","22430","50593","1149562350","11337500000","0","500000","코스피 200 선물지수","2132.39","-1.23","-0.06"
"253240","KIWOOM 200선물인버스","4525","0","0.00","4523.20","4510","4535","4510","520","2352935","2715000000","0","600000","코스피 200 선물지수","2132.39","-1.23","-0.06"
"253230","KIWOOM 200선물인버스2X","1327","0","0.00","1324.61","1322","1343","1317","88509","117769332","4060620000","0","3060000","코스피 200 선물지수","2132.39","-1.23","-0.06"
"467620","KIWOOM 25-09 미국채권(AA-이상)액티브","54800","35","0.06","54810.87","54740","54800","54660","2179","119201986","15344000000","0","280000","USD AA3 Above Select September 2025 Maturity Index(Total Return)","117.21","0.02","0.02"
"489870","KIWOOM 25-09 회사채(AA-이상)액티브","51495","5","0.01","51496.03","0","0","0","0","0","112259100000","0","2180000","KIS 2509 만기형 크레딧 종합채권 지수(AA-이상) (총수익 지수)","115.39","0.03","0.03"
"464240","KIWOOM 26-09회사채(AA-이상)액티브","52780","45","0.09","52783.31","52750","52780","52750","433","22849010","143561600000","0","2720000","KIS 2609 만기형 크레딧 종합채권 지수(AA-이상)(총수익지수)","115.04","0.02","0.02"
"458210","KIWOOM CD금리액티브(합성)","107340","15","0.01","107309.77","107335","107340","107335","63","6762300","179794500000","0","1675000","FnGuide CD91일 금리투자 지수(총수익)","1429.24","0.10","0.01"
"460280","KIWOOM Fn유전자혁신기술","10290","40","0.39","10312.01","10250","10360","10210","413","4234650","7717500000","0","750000","FnGuide 유전자혁신기술 지수(시장가격)","896.48","2.85","0.32"
"488200","KIWOOM K-2차전지북미공급망","8065","290","3.73","8096.77","7835","8090","7835","15399","123787092","7258500000","0","900000","Solactive K-Battery North America Supply Chain 지수","2000.62","70.50","3.65"
"488210","KIWOOM K-반도체북미공급망","9010","85","0.95","9026.32","8960","9030","8895","1164","10435695","3153500000","0","350000","Solactive K-Semiconductor North America Supply Chain 지수","1768.19","11.91","0.68"
"469790","KIWOOM K-테크TOP10","12750","0","0.00","12762.44","12835","12840","12690","2909","37076945","8925000000","0","700000","Solactive K-TechTOP10 Index(PR)","2523.71","-0.35","-0.01"
"100910","KIWOOM KRX100","6725","25","0.37","6722.56","6730","6765","6675","14078","94554455","14122500000","0","2100000","KRX 100","6684.89","-2.67","-0.04"
"435530","KIWOOM TDF2030액티브","13605","70","0.52","13596.04","13540","13605","13540","438","5939495","6802500000","0","500000","Dow Jones Target 2030 Index (Total Return)","538.08","0.75","0.14"
"435540","KIWOOM TDF2040액티브","14680","120","0.82","14681.56","14710","14715","14680","122","1795080","7340000000","0","500000","Dow Jones Target 2040 Index (Total Return)","695.79","1.43","0.21"
"435550","KIWOOM TDF2050액티브","14940","80","0.54","14927.34","14860","14975","14860","1046","15646455","7470000000","0","500000","Dow Jones Target 2050 Index (Total Return)","805.83","1.95","0.24"
"104530","KIWOOM 고배당","15605","-255","-1.61","15569.27","15880","15880","15435","296318","4596836364","55397750000","0","3550000","MKF 웰스 고배당20","15594.96","-271.77","-1.71"
"148070","KIWOOM 국고채10년","116030","470","0.41","115906.74","115760","116060","115710","6953","805887955","598598770000","0","5159000","KIS 10년 국고채 지수 (총수익)","16746.97","49.38","0.30"
"167860","KIWOOM 국고채10년레버리지","112990","715","0.64","112911.19","112690","113030","112690","88","9939615","32767100000","0","290000","KIS 10년 국고채 지수 (총수익)","16746.97","49.38","0.30"
"471460","KIWOOM 국고채30년액티브","63875","225","0.35","63936.88","63895","64030","63795","6865","438795966","58765000000","0","920000","KIS-키움 국고채30년 지수(총수익지수)","10267.47","57.16","0.56"
"114470","KIWOOM 국고채3년","110845","30","0.03","110843.07","110810","110855","110790","340","37685900","29928150000","0","270000","KTB INDEX(시장가격)","10458.98","7.81","0.07"
"473490","KIWOOM 글로벌AI반도체","18505","185","1.01","18471.39","18395","18505","18385","11904","219514457","22206000000","0","1200000","Solactive Global AI Semiconductor Index (Price Return)","11433.49","190.09","1.69"
"489860","KIWOOM 글로벌전력GRID인프라","12220","415","3.52","12183.81","12100","12225","12000","37143","450967925","6721000000","0","550000","NASDAQ OMX Clean Edge Smart Grid Infrastructure Index","1174.86","3.65","0.31"
"394350","KIWOOM 글로벌퓨처모빌리티","12530","-20","-0.16","12619.35","12610","12610","12515","29678","371779110","25060000000","0","2000000","MSCI ACWI IMI 퓨처모빌리티 ESG 지수(시장가격)","2839.94","18.83","0.67"
"130730","KIWOOM 단기자금","103305","10","0.01","103297.63","103295","103320","103295","9092","939308815","134089890000","0","1298000","MK 머니마켓 지수(총수익)","14336.73","2.83","0.02"
"419890","KIWOOM 단기채권ESG액티브","108615","5","0.00","108614.19","108595","108615","108590","3321","360673195","104270400000","0","960000","KIS ESG 9M~1.5Y","125.24","0.02","0.02"
"411860","KIWOOM 독일DAX","17170","195","1.15","17066.33","16980","17170","16975","5806","99386152","31764500000","0","1850000","DAX Index(PR)","9099.86","-30.51","-0.33"
"476450","KIWOOM 머니마켓액티브","52550","0","0.00","52552.03","52550","52550","52540","374","19653070","329698700000","0","6274000","KIS-키움 MMF지수(총수익지수)","116.09","0.02","0.02"
"430500","KIWOOM 물가채KIS","116817","397","0.34","116759.37","116710","116885","116670","290","33859690","11681700000","0","100000","KIS TIPS 지수(총수익)","14469.71","29.30","0.20"
"426330","KIWOOM 미국ETF산업STOXX","15565","185","1.20","15651.81","15635","15635","15565","542","8473375","3113000000","0","200000","STOXX USA ETF Industry Index (KRW)","323.94","0.46","0.14"
"449770","KIWOOM 미국S&P500","17615","140","0.80","17554.84","17545","17625","17540","1895","33292965","82790500000","0","4700000","S&P 500","6296.79","-0.57","-0.01"
"449780","KIWOOM 미국S&P500(H)","15780","100","0.64","15743.73","15755","15790","15755","47684","751934330","28404000000","0","1800000","S&P 500","6296.79","-0.57","-0.01"
"453080","KIWOOM 미국나스닥100(H)","18520","120","0.65","18489.96","18495","18525","18490","82527","1527275968","61116000000","0","3300000","NASDAQ 100","23065.47","-15.58","-0.07"
"460270","KIWOOM 미국달러SOFR금리액티브(합성)","12115","10","0.08","12110.05","12105","12115","12090","395","4781165","9813150000","0","810000","Solactive SOFR Daily Total Return Index","1203.25","0.14","0.01"
"138230","KIWOOM 미국달러선물","15900","20","0.13","15896.74","15835","15900","15835","997","15823525","36570000000","0","2300000","미국달러선물지수","1535.25","0.11","0.01"
"225800","KIWOOM 미국달러선물레버리지","14935","35","0.23","14926.23","14880","14940","14860","496","7403625","14935000000","0","1000000","미국달러선물지수","1535.25","0.11","0.01"
"139660","KIWOOM 미국달러선물인버스","8395","-30","-0.36","8419.26","8430","8430","8390","360","3031480","57253900000","0","6820000","미국달러선물지수","1535.25","0.11","0.01"
